review_body,review_date
Great customer service with very friendly and patient staff .and amazing food specially the hot butter cuttlefish at noodles . The dishes and seating is very relaxing and good music . The food was tasty.,18-Jul-19
,
"Food was good and the staff were really nice! Overall a pleasant experience at Noodles, Cinnamon Grand, Colombo! Their Calamari is to die for, we enjoyed a lot! Make sure to make a booking before! We had a good time!",18-Jul-19
,
@noodles the food was great!! Staff is friendly and very attentive. The lava cake and the banana friters were amazing! Main course was epic. Highly recomend this place to everyone. The chinese 88 drink was amaazing.,18-Jul-19
,
"I am writing to express my sincere appreciation to you and your staff for a job well done in making our wedding a memorable one.  From the feedback received from our relations and friends , the "" Event "" was indeed a special one.  We wish to thank your team for their expertise in handling all arrangements in a professional manner and special mention must be made to Muzanif and Kithmini. Service level of the banquet staff specially Supun and Kularatne was absolutely phenomenal. Food taste was outstanding .Please pass on to the chef who was accountable for our function.  Kindly pass on this message to the extended teams who were instrumental in making this event a success. Regards,Udeni Weerasinghe",17-Jul-19
,
"Cinnamon has always given us the best of service, one of the leading hotels. My personal favorite Priyadarshana has always given me a good service. Would love to visit here every time I could. Much love ❤️",17-Jul-19
,
The food was fabulous and the quantity is value for money. The service given by Chamath was really five star quality. He was very pleasant and super efficient. Highly recommend and excellent service and food and superior ambience,17-Jul-19
,
Excellent service and a good diversity of Italian cuisine. The appetisers and deserts are very good. Some of the main courses are for a distinct palette. Nice ambience and good range of both alcoholic and non alcoholic drinks.,17-Jul-19
,
All the dishes that we tried were extremely delicious. The service was excellent and the food was prepared very fast. The portion sizes were quite generous and we even took some leftovers home. The staff was very friendly as well.,17-Jul-19
,
We had a great dinner at CHUTNEYS RESTAURANT.....Rani & Lati are both friendly. They help us to choose our menu wisely.....Food was FANTASTIC. Very good environment. My tour became more delightful after this experience. ,17-Jul-19
,
Priyadarshana took exceptional care of us at the shisha bar and recommended grape blueberry and mint! Strongly recommend looking for him there! Thanks very much for such a great reco! Much appreciated look forward to the next trip ,17-Jul-19
,
@cinomongrand tasty food and good experience with sheesha resturand Sri Lanka number one restaurant and humble service with #priyadharshana had a good service with him #food #drink #shweesha everything is so appreciative,17-Jul-19
,
"I had such a great visit at the pool today! The staff was amazing. Drinks were delicious. Pool was beautiful. Thank you to the staff: Fahad, Indika, Priyadarshuna, and Makella (could be spelled wrong), you made my visit welcoming. ",17-Jul-19
,
Priyadharshana is a very kind and enthusiastic worker who I have seen at the cinamongrand and more he serves food in efficient time and quick responds too. more over the time he takes to make seesha also in a very quick time very happy with his service,17-Jul-19
,
hotel is well run and in an excellent location. the rooms good size and there are many restaurants room service was excellent. breeze is my favorite. priyadarshana and fahad always with smile and ready to help. highly recommended this place . my room number 633,17-Jul-19
,
Warm and welcoming!Wonderful hospitality and friendly staff from checking in to check out.Great executive lounge and the coffee-stop at the lobby.Enjoyed the high tea.Beautiful hotel.Dr. Bavan & Family.,17-Jul-19
,
"Great to see that the hotel had bounced back. Very motivated and friendly staff. Security was excellent, they ensure you are not entering a ""RISKY"" place, friendly courteous personnel indeed.Staff at the OAK Room were very attentive and at hand for service despite the number of guests at the banquet. The food was exceptional. Keep up the good work.",16-Jul-19
,
"I went to Cinnamon Grand last weekend with my friends and we were at CheersPub, breezebar and Coffeestop. Delicious food, superb service and the the staff is very friendly. I should specially mention Romesh nawanjana and Thilanka hanwalla who gave us a superb service. cheerspub is highly recommended with 5 stars . ",16-Jul-19
,
We had a great time at Noodles - great food and good service! The quality of the food here is always consistent and everything is very reasonably priced. We would highly recommend it! Ask for Mangala!,16-Jul-19
,
"Wonderful food , I loved the fish and chips.friendly atmosphere and great service by thilina. Best pub in Colombo. Great variety of all beverages and alcohol. Kids playing area was fascinating. Highly recommended.",16-Jul-19
,
"We came to celebrate on of our friends birthday, gotta say the staff was very friendly and had a good time even a good meal tbh, and I’d like thank all of them for their warm welcome and support throughout. Great support and relationship! Don’t doubt to head to noodles at anytime.",16-Jul-19
,
Was a real good gesture from the staff and a great and a warm welcome from all. So friendly from the very beginning till the end. Hospitality was great and so was the food. So amazing. More than expected. Thank you for the staff and will surely be recommending everyone who is planning to come here.,16-Jul-19
